candidate,state,total_votes,demo_group,demo,group_pct,cand_pct
sanders,Mississippi,268957,gender,Female,0.58,0.12
steyer,Mississippi,268957,gender,Female,0.58,0
warren,Mississippi,268957,gender,Female,0.58,0.01
yang,Mississippi,268957,gender,Female,0.58,0
biden,Mississippi,268957,race,White,0.28,0.7
bloomberg,Mississippi,268957,race,White,0.28,0.03
buttigieg,Mississippi,268957,race,White,0.28,0
klobuchar,Mississippi,268957,race,White,0.28,0
sanders,Mississippi,268957,race,White,0.28,0.25
steyer,Mississippi,268957,race,White,0.28,0
warren,Mississippi,268957,race,White,0.28,0
yang,Mississippi,268957,race,White,0.28,0
biden,Mississippi,268957,race,Black,0.69,0.87
bloomberg,Mississippi,268957,race,Black,0.69,0.02
buttigieg,Mississippi,268957,race,Black,0.69,0
klobuchar,Mississippi,268957,race,Black,0.69,0
sanders,Mississippi,268957,race,Black,0.69,0.1
steyer,Mississippi,268957,race,Black,0.69,0
warren,Mississippi,268957,race,Black,0.69,0.01
yang,Mississippi,268957,race,Black,0.69,0
biden,Mississippi,268957,race,Latino,0.03,
bloomberg,Mississippi,268957,race,Latino,0.03,
buttigieg,Mississippi,268957,race,Latino,0.03,
klobuchar,Mississippi,268957,race,Latino,0.03,
sanders,Mississippi,268957,race,Latino,0.03,
steyer,Mississippi,268957,race,Latino,0.03,
warren,Mississippi,268957,race,Latino,0.03,
yang,Mississippi,268957,race,Latino,0.03,
biden,Mississippi,268957,race,All nonwhite,0.72,0.85
bloomberg,Mississippi,268957,race,All nonwhite,0.72,0.02
buttigieg,Mississippi,268957,race,All nonwhite,0.72,0
klobuchar,Mississippi,268957,race,All nonwhite,0.72,0
sanders,Mississippi,268957,race,All nonwhite,0.72,0.11
steyer,Mississippi,268957,race,All nonwhite,0.72,0
warren,Mississippi,268957,race,All nonwhite,0.72,0.01
yang,Mississippi,268957,race,All nonwhite,0.72,0
biden,Mississippi,268957,age,17-29,0.13,0.61
bloomberg,Mississippi,268957,age,17-29,0.13,0.02
buttigieg,Mississippi,268957,age,17-29,0.13,0
klobuchar,Mississippi,268957,age,17-29,0.13,0
sanders,Mississippi,268957,age,17-29,0.13,0.35
steyer,Mississippi,268957,age,17-29,0.13,0
warren,Mississippi,268957,age,17-29,0.13,0.01
yang,Mississippi,268957,age,17-29,0.13,0
biden,Mississippi,268957,age,30-44,0.19,0.72
bloomberg,Mississippi,268957,age,30-44,0.19,0.02
buttigieg,Mississippi,268957,age,30-44,0.19,0
klobuchar,Mississippi,268957,age,30-44,0.19,0
sanders,Mississippi,268957,age,30-44,0.19,0.22
steyer,Mississippi,268957,age,30-44,0.19,0
warren,Mississippi,268957,age,30-44,0.19,0
yang,Mississippi,268957,age,30-44,0.19,0
biden,Mississippi,268957,age,45-64,0.42,0.86
bloomberg,Mississippi,268957,age,45-64,0.42,0.03
buttigieg,Mississippi,268957,age,45-64,0.42,0
klobuchar,Mississippi,268957,age,45-64,0.42,0
sanders,Mississippi,268957,age,45-64,0.42,0.11
steyer,Mississippi,268957,age,45-64,0.42,0
warren,Mississippi,268957,age,45-64,0.42,0
yang,Mississippi,268957,age,45-64,0.42,0
biden,Mississippi,268957,age,65+,0.26,0.9
bloomberg,Mississippi,268957,age,65+,0.26,0.02
buttigieg,Mississippi,268957,age,65+,0.26,0
klobuchar,Mississippi,268957,age,65+,0.26,0
sanders,Mississippi,268957,age,65+,0.26,0.06
steyer,Mississippi,268957,age,65+,0.26,0
warren,Mississippi,268957,age,65+,0.26,0
yang,Mississippi,268957,age,65+,0.26,0
biden,Mississippi,268957,education,College,0.33,0.78
bloomberg,Mississippi,268957,education,College,0.33,0.02
buttigieg,Mississippi,268957,education,College,0.33,0
klobuchar,Mississippi,268957,education,College,0.33,0
sanders,Mississippi,268957,education,College,0.33,0.16
steyer,Mississippi,268957,education,College,0.33,0
warren,Mississippi,268957,education,College,0.33,0.01
yang,Mississippi,268957,education,College,0.33,0
biden,Mississippi,268957,education,No college,0.67,0.83
bloomberg,Mississippi,268957,education,No college,0.67,0.02
buttigieg,Mississippi,268957,education,No college,0.67,0
klobuchar,Mississippi,268957,education,No college,0.67,0
sanders,Mississippi,268957,education,No college,0.67,0.14
steyer,Mississippi,268957,education,No college,0.67,0
warren,Mississippi,268957,education,No college,0.67,0
yang,Mississippi,268957,education,No college,0.67,0
biden,Mississippi,268957,education_race,College / white,0.17,0.76
bloomberg,Mississippi,268957,education_race,College / white,0.17,0.03
buttigieg,Mississippi,268957,education_race,College / white,0.17,0
klobuchar,Mississippi,268957,education_race,College / white,0.17,0
sanders,Mississippi,268957,education_race,College / white,0.17,0.18
steyer,Mississippi,268957,education_race,College / white,0.17,0
warren,Mississippi,268957,education_race,College / white,0.17,0.01
yang,Mississippi,268957,education_race,College / white,0.17,0
biden,Mississippi,268957,education_race,No college / white,0.11,0.61
bloomberg,Mississippi,268957,education_race,No college / white,0.11,0.03
buttigieg,Mississippi,268957,education_race,No college / white,0.11,0
klobuchar,Mississippi,268957,education_race,No college / white,0.11,0
sanders,Mississippi,268957,education_race,No college / white,0.11,0.36
steyer,Mississippi,268957,education_race,No college / white,0.11,0
warren,Mississippi,268957,education_race,No college / white,0.11,0
yang,Mississippi,268957,education_race,No college / white,0.11,0
biden,Mississippi,268957,education_race,College / nonwhite,0.16,0.81
bloomberg,Mississippi,268957,education_race,College / nonwhite,0.16,0.01
buttigieg,Mississippi,268957,education_race,College / nonwhite,0.16,0
klobuchar,Mississippi,268957,education_race,College / nonwhite,0.16,0
sanders,Mississippi,268957,education_race,College / nonwhite,0.16,0.15
steyer,Mississippi,268957,education_race,College / nonwhite,0.16,0
warren,Mississippi,268957,education_race,College / nonwhite,0.16,0.01
yang,Mississippi,268957,education_race,College / nonwhite,0.16,0
biden,Mississippi,268957,education_race,No college / nonwhite,0.56,0.87
bloomberg,Mississippi,268957,education_race,No college / nonwhite,0.56,0.02
buttigieg,Mississippi,268957,education_race,No college / nonwhite,0.56,0
klobuchar,Mississippi,268957,education_race,No college / nonwhite,0.56,0
sanders,Mississippi,268957,education_race,No college / nonwhite,0.56,0.1
steyer,Mississippi,268957,education_race,No college / nonwhite,0.56,0
warren,Mississippi,268957,education_race,No college / nonwhite,0.56,0
yang,Mississippi,268957,education_race,No college / nonwhite,0.56,0
biden,Mississippi,268957,education_race_gender,College / white / female,0.08,
bloomberg,Mississippi,268957,education_race_gender,College / white / female,0.08,
buttigieg,Mississippi,268957,education_race_gender,College / white / female,0.08,
klobuchar,Mississippi,268957,education_race_gender,College / white / female,0.08,
sanders,Mississippi,268957,education_race_gender,College / white / female,0.08,
steyer,Mississippi,268957,education_race_gender,College / white / female,0.08,
warren,Mississippi,268957,education_race_gender,College / white / female,0.08,
yang,Mississippi,268957,education_race_gender,College / white / female,0.08,
biden,Mississippi,268957,education_race_gender,No college / white / female,0.06,
bloomberg,Mississippi,268957,education_race_gender,No college / white / female,0.06,
buttigieg,Mississippi,268957,education_race_gender,No college / white / female,0.06,
klobuchar,Mississippi,268957,education_race_gender,No college / white / female,0.06,
sanders,Mississippi,268957,education_race_gender,No college / white / female,0.06,
steyer,Mississippi,268957,education_race_gender,No college / white / female,0.06,
warren,Mississippi,268957,education_race_gender,No college / white / female,0.06,
yang,Mississippi,268957,education_race_gender,No college / white / female,0.06,
biden,Mississippi,268957,education_race_gender,College / white / male,0.08,
bloomberg,Mississippi,268957,education_race_gender,College / white / male,0.08,
buttigieg,Mississippi,268957,education_race_gender,College / white / male,0.08,
klobuchar,Mississippi,268957,education_race_gender,College / white / male,0.08,
sanders,Mississippi,268957,education_race_gender,College / white / male,0.08,
steyer,Mississippi,268957,education_race_gender,College / white / male,0.08,
warren,Mississippi,268957,education_race_gender,College / white / male,0.08,
yang,Mississippi,268957,education_race_gender,College / white / male,0.08,
biden,Mississippi,268957,education_race_gender,No college / white / male,0.06,
bloomberg,Mississippi,268957,education_race_gender,No college / white / male,0.06,
buttigieg,Mississippi,268957,education_race_gender,No college / white / male,0.06,
klobuchar,Mississippi,268957,education_race_gender,No college / white / male,0.06,
sanders,Mississippi,268957,education_race_gender,No college / white / male,0.06,
steyer,Mississippi,268957,education_race_gender,No college / white / male,0.06,
warren,Mississippi,268957,education_race_gender,No college / white / male,0.06,
yang,Mississippi,268957,education_race_gender,No college / white / male,0.06,
biden,Mississippi,268957,ideology,Very liberal,0.23,0.72
bloomberg,Mississippi,268957,ideology,Very liberal,0.23,0.05
buttigieg,Mississippi,268957,ideology,Very liberal,0.23,0
klobuchar,Mississippi,268957,ideology,Very liberal,0.23,0
sanders,Mississippi,268957,ideology,Very liberal,0.23,0.21
steyer,Mississippi,268957,ideology,Very liberal,0.23,0
warren,Mississippi,268957,ideology,Very liberal,0.23,0.01
yang,Mississippi,268957,ideology,Very liberal,0.23,0
biden,Mississippi,268957,ideology,Somewhat liberal,0.23,0.76
bloomberg,Mississippi,268957,ideology,Somewhat liberal,0.23,0.02
buttigieg,Mississippi,268957,ideology,Somewhat liberal,0.23,0
klobuchar,Mississippi,268957,ideology,Somewhat liberal,0.23,0
sanders,Mississippi,268957,ideology,Somewhat liberal,0.23,0.2
steyer,Mississippi,268957,ideology,Somewhat liberal,0.23,0
warren,Mississippi,268957,ideology,Somewhat liberal,0.23,0.01
yang,Mississippi,268957,ideology,Somewhat liberal,0.23,0
biden,Mississippi,268957,ideology,Moderate/conservative,0.54,0.87
bloomberg,Mississippi,268957,ideology,Moderate/conservative,0.54,0.01
buttigieg,Mississippi,268957,ideology,Moderate/conservative,0.54,0
klobuchar,Mississippi,268957,ideology,Moderate/conservative,0.54,0
sanders,Mississippi,268957,ideology,Moderate/conservative,0.54,0.1
steyer,Mississippi,268957,ideology,Moderate/conservative,0.54,0
warren,Mississippi,268957,ideology,Moderate/conservative,0.54,0
yang,Mississippi,268957,ideology,Moderate/conservative,0.54,0
biden,Mississippi,268957,prior_primary,First-time,0.09,0.52
bloomberg,Mississippi,268957,prior_primary,First-time,0.09,0.09
buttigieg,Mississippi,268957,prior_primary,First-time,0.09,0
klobuchar,Mississippi,268957,prior_primary,First-time,0.09,0
sanders,Mississippi,268957,prior_primary,First-time,0.09,0.36
steyer,Mississippi,268957,prior_primary,First-time,0.09,0
warren,Mississippi,268957,prior_primary,First-time,0.09,0.01
yang,Mississippi,268957,prior_primary,First-time,0.09,0
biden,Mississippi,268957,prior_primary,Voted before,0.9,0.84
bloomberg,Mississippi,268957,prior_primary,Voted before,0.9,0.02
buttigieg,Mississippi,268957,prior_primary,Voted before,0.9,0
klobuchar,Mississippi,268957,prior_primary,Voted before,0.9,0
sanders,Mississippi,268957,prior_primary,Voted before,0.9,0.13
steyer,Mississippi,268957,prior_primary,Voted before,0.9,0
warren,Mississippi,268957,prior_primary,Voted before,0.9,0
yang,Mississippi,268957,prior_primary,Voted before,0.9,0
biden,Mississippi,268957,mfa,Support,0.6,0.77
bloomberg,Mississippi,268957,mfa,Support,0.6,0.03
buttigieg,Mississippi,268957,mfa,Support,0.6,0
klobuchar,Mississippi,268957,mfa,Support,0.6,0
sanders,Mississippi,268957,mfa,Support,0.6,0.19
steyer,Mississippi,268957,mfa,Support,0.6,0
warren,Mississippi,268957,mfa,Support,0.6,0.01
yang,Mississippi,268957,mfa,Support,0.6,0
biden,Mississippi,268957,mfa,Oppose,0.35,0.88
bloomberg,Mississippi,268957,mfa,Oppose,0.35,0
buttigieg,Mississippi,268957,mfa,Oppose,0.35,0
klobuchar,Mississippi,268957,mfa,Oppose,0.35,0
sanders,Mississippi,268957,mfa,Oppose,0.35,0.09
steyer,Mississippi,268957,mfa,Oppose,0.35,0
warren,Mississippi,268957,mfa,Oppose,0.35,0
yang,Mississippi,268957,mfa,Oppose,0.35,0
biden,Mississippi,268957,priority,Agrees on issues,0.46,0.76
bloomberg,Mississippi,268957,priority,Agrees on issues,0.46,0.03
buttigieg,Mississippi,268957,priority,Agrees on issues,0.46,0
klobuchar,Mississippi,268957,priority,Agrees on issues,0.46,0
sanders,Mississippi,268957,priority,Agrees on issues,0.46,0.19
steyer,Mississippi,268957,priority,Agrees on issues,0.46,0
warren,Mississippi,268957,priority,Agrees on issues,0.46,0
yang,Mississippi,268957,priority,Agrees on issues,0.46,0
biden,Mississippi,268957,priority,Can beat Trump,0.51,0.86
bloomberg,Mississippi,268957,priority,Can beat Trump,0.51,0.02
buttigieg,Mississippi,268957,priority,Can beat Trump,0.51,0
klobuchar,Mississippi,268957,priority,Can beat Trump,0.51,0
sanders,Mississippi,268957,priority,Can beat Trump,0.51,0.11
steyer,Mississippi,268957,priority,Can beat Trump,0.51,0
warren,Mississippi,268957,priority,Can beat Trump,0.51,0.01
yang,Mississippi,268957,priority,Can beat Trump,0.51,0
biden,Mississippi,268957,urbanicity,Urban,0.24,0.83
bloomberg,Mississippi,268957,urbanicity,Urban,0.24,0.02
buttigieg,Mississippi,268957,urbanicity,Urban,0.24,0
klobuchar,Mississippi,268957,urbanicity,Urban,0.24,0
sanders,Mississippi,268957,urbanicity,Urban,0.24,0.13
steyer,Mississippi,268957,urbanicity,Urban,0.24,0
warren,Mississippi,268957,urbanicity,Urban,0.24,0.01
yang,Mississippi,268957,urbanicity,Urban,0.24,0
biden,Mississippi,268957,urbanicity,Suburban,0.21,0.77
bloomberg,Mississippi,268957,urbanicity,Suburban,0.21,0.02
buttigieg,Mississippi,268957,urbanicity,Suburban,0.21,0
klobuchar,Mississippi,268957,urbanicity,Suburban,0.21,0
sanders,Mississippi,268957,urbanicity,Suburban,0.21,0.19
steyer,Mississippi,268957,urbanicity,Suburban,0.21,0
warren,Mississippi,268957,urbanicity,Suburban,0.21,0.01
yang,Mississippi,268957,urbanicity,Suburban,0.21,0
biden,Mississippi,268957,urbanicity,Rural,0.55,0.82
bloomberg,Mississippi,268957,urbanicity,Rural,0.55,0.03
buttigieg,Mississippi,268957,urbanicity,Rural,0.55,0
klobuchar,Mississippi,268957,urbanicity,Rural,0.55,0
sanders,Mississippi,268957,urbanicity,Rural,0.55,0.14
steyer,Mississippi,268957,urbanicity,Rural,0.55,0
warren,Mississippi,268957,urbanicity,Rural,0.55,0
yang,Mississippi,268957,urbanicity,Rural,0.55,0
biden,Missouri,664378,gender,Male,0.46,0.56
bloomberg,Missouri,664378,gender,Male,0.46,0.02
buttigieg,Missouri,664378,gender,Male,0.46,0
klobuchar,Missouri,664378,gender,Male,0.46,0
sanders,Missouri,664378,gender,Male,0.46,0.38
steyer,Missouri,664378,gender,Male,0.46,0
warren,Missouri,664378,gender,Male,0.46,0.02
yang,Missouri,664378,gender,Male,0.46,0
biden,Missouri,664378,gender,Female,0.54,0.64
bloomberg,Missouri,664378,gender,Female,0.54,0.01
buttigieg,Missouri,664378,gender,Female,0.54,0
klobuchar,Missouri,664378,gender,Female,0.54,0
sanders,Missouri,664378,gender,Female,0.54,0.32
steyer,Missouri,664378,gender,Female,0.54,0
warren,Missouri,664378,gender,Female,0.54,0.01
yang,Missouri,664378,gender,Female,0.54,0
biden,Missouri,664378,race,White,0.77,0.59
bloomberg,Missouri,664378,race,White,0.77,0.01
buttigieg,Missouri,664378,race,White,0.77,0
klobuchar,Missouri,664378,race,White,0.77,0
sanders,Missouri,664378,race,White,0.77,0.36
steyer,Missouri,664378,race,White,0.77,0
warren,Missouri,664378,race,White,0.77,0.01
yang,Missouri,664378,race,White,0.77,0
biden,Missouri,664378,race,Black,0.17,0.72
bloomberg,Missouri,664378,race,Black,0.17,0.03
buttigieg,Missouri,664378,race,Black,0.17,0
klobuchar,Missouri,664378,race,Black,0.17,0
sanders,Missouri,664378,race,Black,0.17,0.24
steyer,Missouri,664378,race,Black,0.17,0
warren,Missouri,664378,race,Black,0.17,0
yang,Missouri,664378,race,Black,0.17,0
biden,Missouri,664378,race,Latino,0.03,
bloomberg,Missouri,664378,race,Latino,0.03,
buttigieg,Missouri,664378,race,Latino,0.03,
klobuchar,Missouri,664378,race,Latino,0.03,
sanders,Missouri,664378,race,Latino,0.03,
steyer,Missouri,664378,race,Latino,0.03,
warren,Missouri,664378,race,Latino,0.03,
yang,Missouri,664378,race,Latino,0.03,
biden,Missouri,664378,race,All nonwhite,0.23,0.66
bloomberg,Missouri,664378,race,All nonwhite,0.23,0.02
buttigieg,Missouri,664378,race,All nonwhite,0.23,0
klobuchar,Missouri,664378,race,All nonwhite,0.23,0
sanders,Missouri,664378,race,All nonwhite,0.23,0.29
steyer,Missouri,664378,race,All nonwhite,0.23,0
warren,Missouri,664378,race,All nonwhite,0.23,0.01
yang,Missouri,664378,race,All nonwhite,0.23,0
biden,Missouri,664378,age,17-29,0.14,0.25
bloomberg,Missouri,664378,age,17-29,0.14,0
buttigieg,Missouri,664378,age,17-29,0.14,0
klobuchar,Missouri,664378,age,17-29,0.14,0
sanders,Missouri,664378,age,17-29,0.14,0.7
steyer,Missouri,664378,age,17-29,0.14,0
warren,Missouri,664378,age,17-29,0.14,0.02
yang,Missouri,664378,age,17-29,0.14,0
biden,Missouri,664378,age,30-44,0.18,0.37
bloomberg,Missouri,664378,age,30-44,0.18,0.02
buttigieg,Missouri,664378,age,30-44,0.18,0
klobuchar,Missouri,664378,age,30-44,0.18,0
sanders,Missouri,664378,age,30-44,0.18,0.58
steyer,Missouri,664378,age,30-44,0.18,0
warren,Missouri,664378,age,30-44,0.18,0.01
yang,Missouri,664378,age,30-44,0.18,0
biden,Missouri,664378,age,45-64,0.36,0.68
bloomberg,Missouri,664378,age,45-64,0.36,0.03
buttigieg,Missouri,664378,age,45-64,0.36,0
klobuchar,Missouri,664378,age,45-64,0.36,0
sanders,Missouri,664378,age,45-64,0.36,0.27
steyer,Missouri,664378,age,45-64,0.36,0
warren,Missouri,664378,age,45-64,0.36,0
yang,Missouri,664378,age,45-64,0.36,0
biden,Missouri,664378,age,65+,0.31,0.81
bloomberg,Missouri,664378,age,65+,0.31,0
buttigieg,Missouri,664378,age,65+,0.31,0
klobuchar,Missouri,664378,age,65+,0.31,0
sanders,Missouri,664378,age,65+,0.31,0.14
steyer,Missouri,664378,age,65+,0.31,0
warren,Missouri,664378,age,65+,0.31,0.02
yang,Missouri,664378,age,65+,0.31,0
biden,Missouri,664378,education,College,0.4,0.61
bloomberg,Missouri,664378,education,College,0.4,0.01
buttigieg,Missouri,664378,education,College,0.4,0
klobuchar,Missouri,664378,education,College,0.4,0
sanders,Missouri,664378,education,College,0.4,0.34
steyer,Missouri,664378,education,College,0.4,0
warren,Missouri,664378,education,College,0.4,0.02
yang,Missouri,664378,education,College,0.4,0
biden,Missouri,664378,education,No college,0.6,0.6
bloomberg,Missouri,664378,education,No college,0.6,0.02
buttigieg,Missouri,664378,education,No college,0.6,0
klobuchar,Missouri,664378,education,No college,0.6,0
sanders,Missouri,664378,education,No college,0.6,0.35
steyer,Missouri,664378,education,No college,0.6,0
warren,Missouri,664378,education,No college,0.6,0.01
yang,Missouri,664378,education,No college,0.6,0
biden,Missouri,664378,education_race,College / white,0.33,0.61
bloomberg,Missouri,664378,education_race,College / white,0.33,0.01
buttigieg,Missouri,664378,education_race,College / white,0.33,0
klobuchar,Missouri,664378,education_race,College / white,0.33,0
sanders,Missouri,664378,education_race,College / white,0.33,0.33
steyer,Missouri,664378,education_race,College / white,0.33,0
warren,Missouri,664378,education_race,College / white,0.33,0.02
yang,Missouri,664378,education_race,College / white,0.33,0
biden,Missouri,664378,education_race,No college / white,0.44,0.56
bloomberg,Missouri,664378,education_race,No college / white,0.44,0.02
buttigieg,Missouri,664378,education_race,No college / white,0.44,0
klobuchar,Missouri,664378,education_race,No college / white,0.44,0
sanders,Missouri,664378,education_race,No college / white,0.44,0.38
steyer,Missouri,664378,education_race,No college / white,0.44,0
warren,Missouri,664378,education_race,No college / white,0.44,0.01
yang,Missouri,664378,education_race,No college / white,0.44,0
biden,Missouri,664378,education_race,College / nonwhite,0.07,0.58
bloomberg,Missouri,664378,education_race,College / nonwhite,0.07,0
buttigieg,Missouri,664378,education_race,College / nonwhite,0.07,0
klobuchar,Missouri,664378,education_race,College / nonwhite,0.07,0
sanders,Missouri,664378,education_race,College / nonwhite,0.07,0.39
steyer,Missouri,664378,education_race,College / nonwhite,0.07,0
warren,Missouri,664378,education_race,College / nonwhite,0.07,0.01
yang,Missouri,664378,education_race,College / nonwhite,0.07,0
biden,Missouri,664378,education_race,No college / nonwhite,0.16,0.7
bloomberg,Missouri,664378,education_race,No college / nonwhite,0.16,0.03
buttigieg,Missouri,664378,education_race,No college / nonwhite,0.16,0
klobuchar,Missouri,664378,education_race,No college / nonwhite,0.16,0
sanders,Missouri,664378,education_race,No college / nonwhite,0.16,0.25
steyer,Missouri,664378,education_race,No college / nonwhite,0.16,0
warren,Missouri,664378,education_race,No college / nonwhite,0.16,0.01
yang,Missouri,664378,education_race,No college / nonwhite,0.16,0
biden,Missouri,664378,education_race_gender,College / white / female,0.18,0.62
bloomberg,Missouri,664378,education_race_gender,College / white / female,0.18,0.01
buttigieg,Missouri,664378,education_race_gender,College / white / female,0.18,0
klobuchar,Missouri,664378,education_race_gender,College / white / female,0.18,0
sanders,Missouri,664378,education_race_gender,College / white / female,0.18,0.32
steyer,Missouri,664378,education_race_gender,College / white / female,0.18,0
warren,Missouri,664378,education_race_gender,College / white / female,0.18,0.01
yang,Missouri,664378,education_race_gender,College / white / female,0.18,0
biden,Missouri,664378,education_race_gender,No college / white / female,0.23,0.63
bloomberg,Missouri,664378,education_race_gender,No college / white / female,0.23,0
buttigieg,Missouri,664378,education_race_gender,No college / white / female,0.23,0
klobuchar,Missouri,664378,education_race_gender,No college / white / female,0.23,0
sanders,Missouri,664378,education_race_gender,No college / white / female,0.23,0.33
steyer,Missouri,664378,education_race_gender,No college / white / female,0.23,0
warren,Missouri,664378,education_race_gender,No college / white / female,0.23,0.01
yang,Missouri,664378,education_race_gender,No college / white / female,0.23,0
biden,Missouri,664378,education_race_gender,College / white / male,0.15,0.61
bloomberg,Missouri,664378,education_race_gender,College / white / male,0.15,0
buttigieg,Missouri,664378,education_race_gender,College / white / male,0.15,0
klobuchar,Missouri,664378,education_race_gender,College / white / male,0.15,0
sanders,Missouri,664378,education_race_gender,College / white / male,0.15,0.34
steyer,Missouri,664378,education_race_gender,College / white / male,0.15,0
warren,Missouri,664378,education_race_gender,College / white / male,0.15,0.02
yang,Missouri,664378,education_race_gender,College / white / male,0.15,0
biden,Missouri,664378,education_race_gender,No college / white / male,0.21,0.49
bloomberg,Missouri,664378,education_race_gender,No college / white / male,0.21,0.03
buttigieg,Missouri,664378,education_race_gender,No college / white / male,0.21,0
klobuchar,Missouri,664378,education_race_gender,No college / white / male,0.21,0
sanders,Missouri,664378,education_race_gender,No college / white / male,0.21,0.44
steyer,Missouri,664378,education_race_gender,No college / white / male,0.21,0
warren,Missouri,664378,education_race_gender,No college / white / male,0.21,0.01
yang,Missouri,664378,education_race_gender,No college / white / male,0.21,0
biden,Missouri,664378,ideology,Very liberal,0.25,0.37
bloomberg,Missouri,664378,ideology,Very liberal,0.25,0.02
buttigieg,Missouri,664378,ideology,Very liberal,0.25,0
klobuchar,Missouri,664378,ideology,Very liberal,0.25,0
sanders,Missouri,664378,ideology,Very liberal,0.25,0.58
steyer,Missouri,664378,ideology,Very liberal,0.25,0
warren,Missouri,664378,ideology,Very liberal,0.25,0.01
yang,Missouri,664378,ideology,Very liberal,0.25,0
biden,Missouri,664378,ideology,Somewhat liberal,0.36,0.62
bloomberg,Missouri,664378,ideology,Somewhat liberal,0.36,0.01
buttigieg,Missouri,664378,ideology,Somewhat liberal,0.36,0
klobuchar,Missouri,664378,ideology,Somewhat liberal,0.36,0
sanders,Missouri,664378,ideology,Somewhat liberal,0.36,0.35
steyer,Missouri,664378,ideology,Somewhat liberal,0.36,0
warren,Missouri,664378,ideology,Somewhat liberal,0.36,0.01
yang,Missouri,664378,ideology,Somewhat liberal,0.36,0
biden,Missouri,664378,ideology,Moderate/conservative,0.39,0.7
bloomberg,Missouri,664378,ideology,Moderate/conservative,0.39,0.02
buttigieg,Missouri,664378,ideology,Moderate/conservative,0.39,0
klobuchar,Missouri,664378,ideology,Moderate/conservative,0.39,0
sanders,Missouri,664378,ideology,Moderate/conservative,0.39,0.22
steyer,Missouri,664378,ideology,Moderate/conservative,0.39,0
warren,Missouri,664378,ideology,Moderate/conservative,0.39,0.01
yang,Missouri,664378,ideology,Moderate/conservative,0.39,0
biden,Missouri,664378,prior_primary,First-time,0.15,0.44
bloomberg,Missouri,664378,prior_primary,First-time,0.15,0.02
buttigieg,Missouri,664378,prior_primary,First-time,0.15,0
klobuchar,Missouri,664378,prior_primary,First-time,0.15,0
sanders,Missouri,664378,prior_primary,First-time,0.15,0.47
steyer,Missouri,664378,prior_primary,First-time,0.15,0
warren,Missouri,664378,prior_primary,First-time,0.15,0
yang,Missouri,664378,prior_primary,First-time,0.15,0
biden,Missouri,664378,prior_primary,Voted before,0.85,0.65
bloomberg,Missouri,664378,prior_primary,Voted before,0.85,0.02
buttigieg,Missouri,664378,prior_primary,Voted before,0.85,0
klobuchar,Missouri,664378,prior_primary,Voted before,0.85,0
sanders,Missouri,664378,prior_primary,Voted before,0.85,0.3
steyer,Missouri,664378,prior_primary,Voted before,0.85,0
warren,Missouri,664378,prior_primary,Voted before,0.85,0.01
yang,Missouri,664378,prior_primary,Voted before,0.85,0
biden,Missouri,664378,mfa,Support,0.58,0.42
bloomberg,Missouri,664378,mfa,Support,0.58,0.01
buttigieg,Missouri,664378,mfa,Support,0.58,0
klobuchar,Missouri,664378,mfa,Support,0.58,0
sanders,Missouri,664378,mfa,Support,0.58,0.53
steyer,Missouri,664378,mfa,Support,0.58,0
warren,Missouri,664378,mfa,Support,0.58,0.02
yang,Missouri,664378,mfa,Support,0.58,0
biden,Missouri,664378,mfa,Oppose,0.37,0.81
bloomberg,Missouri,664378,mfa,Oppose,0.37,0.01
buttigieg,Missouri,664378,mfa,Oppose,0.37,0
klobuchar,Missouri,664378,mfa,Oppose,0.37,0
sanders,Missouri,664378,mfa,Oppose,0.37,0.14
steyer,Missouri,664378,mfa,Oppose,0.37,0
warren,Missouri,664378,mfa,Oppose,0.37,0.01
yang,Missouri,664378,mfa,Oppose,0.37,0
biden,Missouri,664378,priority,Agrees on issues,0.37,0.41
bloomberg,Missouri,664378,priority,Agrees on issues,0.37,0.02
buttigieg,Missouri,664378,priority,Agrees on issues,0.37,0
klobuchar,Missouri,664378,priority,Agrees on issues,0.37,0
sanders,Missouri,664378,priority,Agrees on issues,0.37,0.5
steyer,Missouri,664378,priority,Agrees on issues,0.37,0
warren,Missouri,664378,priority,Agrees on issues,0.37,0.01
yang,Missouri,664378,priority,Agrees on issues,0.37,0
biden,Missouri,664378,priority,Can beat Trump,0.6,0.7
bloomberg,Missouri,664378,priority,Can beat Trump,0.6,0.01
buttigieg,Missouri,664378,priority,Can beat Trump,0.6,0
klobuchar,Missouri,664378,priority,Can beat Trump,0.6,0
sanders,Missouri,664378,priority,Can beat Trump,0.6,0.27
steyer,Missouri,664378,priority,Can beat Trump,0.6,0
warren,Missouri,664378,priority,Can beat Trump,0.6,0.01
yang,Missouri,664378,priority,Can beat Trump,0.6,0
biden,Missouri,664378,urbanicity,Urban,0.49,0.59
bloomberg,Missouri,664378,urbanicity,Urban,0.49,0.01
buttigieg,Missouri,664378,urbanicity,Urban,0.49,0
klobuchar,Missouri,664378,urbanicity,Urban,0.49,0
sanders,Missouri,664378,urbanicity,Urban,0.49,0.38
steyer,Missouri,664378,urbanicity,Urban,0.49,0
warren,Missouri,664378,urbanicity,Urban,0.49,0.01
yang,Missouri,664378,urbanicity,Urban,0.49,0
biden,Missouri,664378,urbanicity,Suburban,0.37,0.61
bloomberg,Missouri,664378,urbanicity,Suburban,0.37,0.02
